Vocabulary size:88773
स्वविवेक:स्व+वि+वे+क
नरगिस:न+रग+िस
राइस:रा+इस
अष्टगंध:अष्ट+गंध
उफनती:उफ+नत+ी
छपरा:छप+रा
ठाकरेपन:ठाक+रे+पन
चोंक:चो+ंक
कूवत:कू+वत
संबंधि:सं+बंध+ि
अन्तिम:अन+्ति+म
तनूजा:तन+ू+जा
रीतती:री+तत+ी
गोलंबर:गोलंबर
सिचुएशनल:सि+चु+एश+नल
सुस्ता:सु+स्+ता
संस्थायें:संस्था+ये+ं
ओफ:ओफ
सहरसा:सह+रस+ा
फिरा:फिर+ा
बजरे:बज+रे
गुरुवार:गुरु+वा+र
Innovation:Innovation
होमोसेपियंस:हो+म+ो+से+पि+यं+स
किश्ती:कि+श्+ती
अर्:अ+र्
इलाहाबादी:इला+हा+बाद+ी
बूजी:बू+जी
पोजीसन:पो+जी+सन
चिपटा:चि+पट+ा
देशों:दे+श+ों
पिता:पि+ता
तूफां:तू+फा+ं
टटोलता:टट+ो+ल+ता
कुएँ:कु+एँ
पुकारें:पुका+रे+ं
अनपेक्षित:अन+पे+क्षित
जीपीएफ:जी+पी+एफ
चीन:चीन
घाणी:घाणी
कइले:कइ+ले
अधिकारिता:अधि+का+रि+ता
वस्तुगत:वस्तु+गत
१९००:१९+०+०
रघुनाथ:रघु+नाथ
रोप:रोप
कविताऐं:कविता+ऐं
नाशिक:ना+श+िक
नलों:नल+ों
बनाम:बन+ाम
१९२६:१९+२६
सफलताएँ:सफ+ल+ता+एँ
आधुनिक:आ+धुन+िक
केदारनाथ:के+दार+नाथ
फुचका:फु+चक+ा
sehoredarpan:sehoredarpan
ईमां:ई+मां
बेमिसाल:बे+मि+सा+ल
क्लाइंट:क्+लाइ+ंट
राधेय:राधे+य
वधु:वध+ु
सफाईकर्मी:सफ+ा+ई+कर्म+ी
विजुअलाइजेशन:वि+जु+अल+ाइजेशन
स्थापनाओं:स्था+पन+ा+ओं
सुखं:सुख+ं
जीतन:जी+तन
हॉन:हॉ+न
ankahibaatein:ankahibaatein
कलिंग:कल+िंग
आनन्दमय:आनन्द+मय
शिप:शिप
पस्ती:पस+्ती
छठ:छठ
मनसा:मन+सा
बांये:बांय+े
छिडक:छि+ड+क
दोयम:दो+यम
संख्‍या:सं+ख+्‍य+ा
इवान:इव+ान
प्रिंट:प्र+ि+ंट
jabalpur:jabalpur
लुटाएगा:लुटा+एग+ा
बिग्स:बिग+्स
घुमक्कड:घुम+क्+कड
ठिठुरन:ठिठुरन
छुतहा:छु+तह+ा
विषयी:विष+यी
डढ़ियावाली:डढ़ियावाली
जालियाँ:जा+लियाँ
धुलाने:धुल+ा+ने
डिलिवरी:डि+लि+वर+ी
xp:xp
दन्न:दन+्न
लोथड़े:लोथड़े
कैरी:कै+री
चिमना:चि+मन+ा
ट्रुथ:ट्+रु+थ
काॅल:काॅल
अमीरदास:अमीरदास
परिचयात्मक:परि+च+या+त्मक
नागरजी:नाग+रज+ी
खाली:खाली
सादा:सा+दा
तोहरे:तोहरे
जैनी:जै+नी
छरहरी:छर+हर+ी
सुल्फा:सु+ल+्फ+ा
कौशलता:कौशल+ता
बेडा:बे+डा
सहजीवन:सह+जी+वन
युक्‍त:यु+क+्‍त
बाल्टियों:बा+ल+्टियों
अंगरक्षक:अंग+र+क्ष+क
दमकते:दम+क+ते
अडिक्शन:अड+िक+्शन
nic:nic
back:back
लॉकहीड:लॉ+कह+ी+ड
यंत्रणा:यं+त्र+णा
विश्वग्राम:विश्व+ग्+राम
आंट:आं+ट
रहट:रह+ट
चतुर्थाश:चतुर्+था+श
पुत्रदा:पुत्र+दा
जुगाड़:जु+गा+ड+़
त्यागता:त्याग+ता
मतदाता:मत+दा+ता
मोटरवाली:मोटर+वा+ली
कटने:कट+ने
मिलूँगा:मिल+ूँ+गा
कहत:कह+त
गोकि:गोकि
बुर्जुगों:बु+र्+जु+ग+ों
आर्टिकल्स:आर्+टिक+ल+्स
बढा:बढ+ा
स्मिथ:स्+मि+थ
माता−पिता:माता−पिता
जुम्मा:जु+म+्मा
कंकरीट:कं+कर+ी+ट
चैतुरगढ:चैत+ुर+गढ
डुल:डुल
वास्तविक:वा+स्त+वि+क
नामानि:ना+मान+ि
भिन्ना:भि+न्+ना
वस्त्रों:वस+्त्र+ों
गंगान:गं+गान
रुलाने:रुला+ने
राजतंत्र:राज+तंत्र
तत्वज्ञानियों:तत+्व+ज्ञान+ियों
भूलेंगे:भूल+े+ं+गे
महत्‍वपूर्ण:महत्‍वपूर्ण
बताइये:बता+इये
खिंचवाते:खिंचवा+ते
कवायद:क+वा+यद
शीशें:शीशें
गौरतलब:गौ+रत+लब
आत्मरंजन:आत्म+रंज+न
सुचित्रा:सु+चित्र+ा
फंदोलियां:फंद+ो+लिया+ं
दीप्त:दी+प्त
किर्तन:कि+र्+तन
लजाता:ल+जा+ता
आस्तिकता:आस्+ति+क+ता
रिज़:रि+ज+़
सर्वोच्च:सर्+वो+च्च
यातो:या+त+ो
उत्साहवर्धक:उत्साह+वर्+धक
कुचलकर:कु+चल+कर
दिलचस्पियों:दिल+च+स्+प+ियों
जरूरी:जरूर+ी
खरवार:खर+वार
कोरवा:को+रव+ा
सिंगरोली:सिं+गर+ोली
नार्दर्न:ना+र+्द+र्न
पुनरुत्थानवादी:पुन+रु+त्+था+नवा+दी
टॉवल:टॉ+वल
करीना:कर+ीना
धारणाओं:धार+णा+ओं
lostmahi:lostmahi
आदमखोरी:आ+दम+खोर+ी
SIT:SIT
बागवानी:बाग+वा+नी
टोपियां:टोपियां
नर्इ:नर्इ
छटते:छट+ते
विनाशक:वि+ना+शक
होलैण्ड:हो+लै+ण्ड
सूफियों:सू+फ+ियों
चान्दनी:चा+न्द+नी
फ़ेंकने:फ़ेंकने
बाढ़ग्रस्त:बा+ढ़+ग्रस्त
बुझेगी:बुझ+े+गी
वाचक:वा+चक
बढ़ने:बढ़+ने
उभरें:उ+भर+े+ं
झिरिया:झिर+िया
फिल्मों:फि+ल्म+ों
स्‍टूडेंट:स्‍+टू+डे+ंट
सब्ज़:सब+्ज+़
देवकी:देव+की
प्राप्य:प्रा+प्+य
बकरों:ब+कर+ों
लक्ष्मियाँ:ल+क्+ष्+म+ियाँ
जिनोग्राफिक:जिन+ो+ग्राफ+िक
binding:binding
उपायोँ:उपा+यो+ँ
बुड्ढे:बुड्ढे
गर्भगृह:गर्भ+गृह
बटोरना:बट+ोर+ना
स्पायरल:स्+पा+यर+ल
कन्धा:कन्+धा
कोरे:को+रे
कुसंग:कु+संग
ओपनसोर्स:ओप+नस+ोर+्स
राशिओं:राशि+ओं
कन्डेक्टर:कन्+डे+क्टर
234:234
एसोचैम:एस+ो+चैम
अनुमोदित:अ+नु+म+ो+दि+त
लौटाते:लौटा+ते
1952:1952
शख़्सियत:शख़्सियत
भँवर:भँवर
ग्यारहवी:ग्यारह+वी
बारम्बार:बार+म्+बार
टिक्कू:टिक+्क+ू
अध्यक्षीण:अध+्य+क्ष+ी+ण
बुझी:बुझ+ी
बिसाहा:बि+सा+हा
रखी:रख+ी
बलिहाज:बलि+हा+ज
सम्वेदी:सम्+वे+दी
हैंः:है+ं+ः
पकती:पक+ती
मेल्टिंग:मे+ल+्ट+िंग
सुखस्वरूप:सुख+स्वरूप
फ़ूट:फ़ूट
praveenguptateerth:praveenguptateerth
सायकल:साय+कल
kahaniapni:kahaniapni
पर्वतीय:पर्+वत+ीय
इंडोनेशियाई:इंडो+ने+शि+या+ई
एजेन्सी:एज+ेन+्सी
वक़ालत:व+क़ा+लत
प्रतिष्ठापन:प्रतिष्ठा+पन
एक्सटेंशन:एक्+सट+े+ं+शन
कोटा:को+ट+ा
हॉकिंग:हॉ+क+िंग
चुड़ैलों:चु+ड+़+ै+ल+ों
सहेलियां:सह+ेल+ियां
फाड़:फा+ड+़
डिज़ाइन:डि+ज़ा+इन
फिटिंग:फि+ट+िंग
गोलगप्पा:गोल+गप+्पा
संवेदनशील:सं+वेद+न+शील
प्रदर्शकों:प्र+दर्श+क+ों
स्कीरा:स्+की+रा
थैलियाँ:थै+लियाँ
सरसराहट:सर+सरा+हट
हारमोन:हा+रम+ो+न
विनायक:वि+नायक
तर्कणा:तर+्क+णा
अंग्रेजीदां:अंग्रे+जी+दा+ं
कटेगी:क+टेग+ी
मुतमइन:मु+तम+इन
पैटर्न:पै+ट+र्न
सूझाव:सूझ+ा+व
राजन:राज+न
भटाक:भट+ाक
पैंडुलम:पै+ं+डुल+म
हालात:हा+ला+त
पषुओं:पषु+ओं
मंजिलें:मं+जि+ले+ं
उल्झी:उल्झी
लाड़:ला+ड़
वाइबा:वाइ+बा
शक्तिओं:शक्ति+ओं
150:150
सूदखोर:सू+द+खोर
टाका:ट+ाक+ा
cola:cola
गुज़र:गुज़र
गिरिजा:गिरि+जा
रवैल:रवैल
अलकनन्दा:अ+लक+नन्द+ा
सुधरेगा:सु+धर+े+गा
छापेखाने:छा+पे+खान+े
बुरादे:बु+रा+दे
called:called
व्यावधान:व्या+वध+ान
पंचवटी:पंच+वट+ी
जाडों:जा+डों
जिंताओ:जि+ंता+ओ
निकलेगें:निक+ले+गे+ं
स्नव:स्+नव
झोली:झोल+ी
तुमने:तुम+ने
बिम्‍ब:बिम्‍ब
३६:३६
सुलझता:सुलझ+ता
खेंची:खे+ंच+ी
छेडख़ानी:छे+ड+ख़ान+ी
रिवाल्वर:रि+वाल+्वर
हैआज:है+आज
पालीटेक्निक:पा+ली+टेक+्न+िक
तापते:ता+प+ते
बंदिशे:बंद+िश+े
डायफ्राम:डाय+फ्+राम
ट्रेक:ट्+रे+क
वाकर:वा+कर
अहर:अ+हर
कबहूं:कब+हूं
विरल:वि+र+ल
विद्युतीकरण:विद्+यु+ती+करण
प्रथम:प्र+थम
जमन:जम+न
आरएसएस:आर+एस+एस
सुर्खियां:सु+र्+ख+ियां
रंगोलियां:रंग+ो+लिया+ं
पैसन:पै+सन
बूढों:बू+ढो+ं
अविकारी:अवि+का+री
shilp:shilp
nishantdixitpoetry:nishantdixitpoetry
dineshguptadin:dineshguptadin
निस्संतान:निस्+सं+ता+न
दंडकारणय:दंड+का+रण+य
sudhasha:sudhasha
मुंहमांगी:मुंह+मां+गी
डटी:डट+ी
चक्रीय:चक+्र+ीय
मीशा:मीशा
आरो:आर+ो
बिहारवासी:बि+हा+रव+ासी
टेलीफोन:टेली+फोन
पहुंचाएगा:पहुंचा+एग+ा
शुकर:शु+कर
अध्यायों:अध+्या+य+ों
कबूल:कब+ूल
बंकर:बं+कर
प्रसिद्धी:प्र+सि+द्ध+ी
मोनालिसा:मोनालिसा
हेलीकाप्टर:हे+ली+का+प+्टर
please:please
paatinehbhari:paatinehbhari
उला:उल+ा
ground:ground
विधु:वि+ध+ु
पुरोहितवादी:पु+र+ो+हित+वाद+ी
357:357
वरिष्ठताक्रम:वरिष्ठताक्रम
चलेंगे:चल+े+ं+गे
बहेडी:बह+ेड+ी
फिरकापरस्तों:फिर+का+पर+स्त+ों
चुनावी:चुन+ा+वी
कम्पोजीशन:कम्+पो+जी+शन
करंट:कर+ंट
शाहनवाज:शाह+नव+ाज
शनि:शनि
औपचारिकता:औपचारिकता
नाबालिग:ना+बा+लि+ग
प्रिन्सैस:प्रि+न्+सै+स
लाइक:लाइ+क
सूक्तियां:सू+क्त+ियां
बांधने:बांध+ने
sanskaardhani:sanskaardhani
विदूषी:वि+दू+ष+ी
कुल्ले:कुल्+ले
मद्द:मद+्द
rajwantraj:rajwantraj
सांभर:सां+भर
कच्चापन:क+च्च+ा+पन
परमानन्द:पर+मा+नन्द
बन्दी:बन्+दी
अस्वास्थ्यकर:अस्+वा+स्थ+्य+कर
रिटायरमेंट:रि+ट+ा+यर+मेंट
Mahi:Mahi
व्यापम:व्+या+प+म
झगडे:झगडे
फव्वारा:फ+व्+वार+ा
शहादत:शह+ा+दत
चिह्नत:चि+ह+्न+त
रोपना:रोपना
टेमॉक्सिफेन:टेमॉक्सिफेन
२००५:२०+०५
अजायबघर:अज+ा+यब+घर
लश्करे:ल+श्+कर+े
अज्ञातवास:अ+ज्ञ+ात+वास
फुनगी:फुन+गी
डोगरा:डोग+रा
गांधार:गा+ं+धार
आउट:आउट
पोर्शन:पो+र+्शन
kalptaru:kalptaru
घोलेगा:घोल+े+गा
bhanuanubhav:bhanuanubhav
देगौ:दे+गौ
इच्छानुसार:इच्छा+नु+सार
पोचा:पो+चा
लाँघकर:लाँघ+कर
घोषणायें:घोष+णा+ये+ं
चुग़ताई:चु+ग+़+ता+ई
लोकतंत्रात्मक:लोक+तं+त्र+ात्मक
परखे:पर+खे
व्यापकतम:व्या+पक+तम
चौथी:चौ+थी
जीर्णशीर्ण:जी+र्ण+श+ी+र्ण
fakiraa:fakiraa
स्पीकर:स्+पी+कर
निराशावादी:निरा+शा+वाद+ी
समाजवादियों:समाज+वा+द+ियों
यूनीवर्सल:यू+नी+वर्+सल
किशोरी:कि+शो+री
घुमड़:घुम+ड+़
घुटन:घुट+न
डॉल:डॉ+ल
pankaj4chitrode:pankaj4chitrode
सुनूँ:सुन+ूँ
पवित्रा:प+वि+त्र+ा
बुरबक:बु+र+बक
फाइनली:फा+इन+ली
टिसन:टि+सन
ध्‍वज:ध्‍वज
करनेवालों:कर+ने+वाल+ों
हिन्दोस्ताँ:हि+न्द+ो+स्त+ाँ
मनवानी:मन+वान+ी
कनिष्ठा:क+नि+ष्+ठा
फिज़ाओं:फि+ज़ा+ओं
रेव:रे+व
मिनल:मि+नल
संदल:सं+दल
नेहरूजी:ने+हर+ू+जी
1989:1989
प्रेसर:प्रे+सर
केंचुल:के+ंच+ुल
आंतरिक:आं+तर+िक
फ़ेस:फ़ेस
palchin08:palchin08
नफ़रतें:न+फ़र+ते+ं
फ़ाज़ली:फ़ाज़ली
चंगी:चं+गी
जुगल:जु+गल
विंटर:वि+ंट+र
टाइसन:टाइसन
स्वर्णाक्षरों:स्व+र्ण+ा+क्ष+र+ों
अफ़्रीकी:अ+फ़्री+की
बैठौंगो:बैठौंगो
कट्टरता:कट्टर+ता
लुटेरा:लुट+ेर+ा
स्टारडम:स्+ट+ार+ड+म
ब्योरे:ब्+यो+रे
फ्लमिंगो:फ्+ल+मि+ंग+ो
वीकली:वी+कल+ी
अक्षमता:अ+क्+ष+म+ता
आंधियों:आं+धियो+ं
स्कॉटलैंड:स्+कॉ+ट+लैंड
बुतां:बु+ता+ं
टपकाया:टप+का+या
हलचल:हल+चल
ज़मानत:ज़म+ा+नत
प्रफुल्ल:प्र+फुल+्ल
बोले—मैंने:बोले—मैंने
बिगड़ती:बि+गड़+ती
मालिश:मा+ल+िश
नवनीत:नव+नी+त
फाँस:फाँस
मनमसोस:मन+मसोस
ग्रामींण:ग्+राम+ी+ं+ण
मैसन:मै+सन
मोड़ा:मोड़ा
आफीसर:आफ+ी+सर
चूड़ियाँ:चू+ड़+ियाँ
स्‍कूली:स्‍+कू+ली
ग़रज़:ग़र+ज+़
रखवाली:रखवा+ली
मिनिट:मि+न+िट
नीलेकनी:नी+ले+क+नी
नानक:ना+नक
129:129
lobe:lobe
हरगिज़:हर+गि+ज+़
रँगे:रँग+े
pramathesh:pramathesh
चुगाती:चु+गा+ती
अन्तरों:अन्+तर+ों
गोल्ड:गोल्ड
महायुद्ध:मह+ा+युद्ध
तत्‍व:तत्‍व
खुरदरी:खु+रद+री
सिंकदर:सिं+कद+र
अभयराज:अ+भय+राज
नोव:नोव
नंदन:नं+दन
coffee:coffee
पॉंव:पॉंव
निम्र:नि+म्+र
मरोड़:मर+ो+ड़
रिलेटिविटी:रि+लेट+िव+िटी
विश्वविद्यालयी:विश्व+विद्या+लय+ी
प्राइज़:प्रा+इज+़
फेकटरी:फेक+ट+री
मनवार:मन+वार
इलेक्ट्रिकल्स:इल+ेक्ट+्र+िकल+्स
जुल्फ:जु+ल+्फ
बरा:बर+ा
मुस्‍कराते:मु+स्‍+करा+ते
तन्मे:तन्+मे
दिखाने:दिखा+ने
बिछुड़ी:बि+छु+ड़ी
फेल:फेल
न्यायप्रणाली:न्याय+प्र+णा+ली
निहारते:निहार+ते
मिसालें:मि+सा+ले+ं
जिलियन:जि+ल+ियन
वन्दना:वन+्द+ना
राजीव:राज+ी+व
निस्तेज:निस्+ते+ज
दमा:दम+ा
बलराम:बल+राम
मैग्नेसियम:मै+ग्+ने+स+ियम
अस्मिता:अस्+मि+ता
पराक्रम:पर+ा+क्रम
नक्लवादियों:नक+्ल+वाद+ियों
धर्मार्थ:धर्म+ार्थ
दुराग्रही:दु+रा+ग्रह+ी
रचनाविधान:रचना+वि+धान
स्वरलहरियों:स्वर+लह+र+ियों
िफक्रो:िफक्रो
अंर्तराष्ट्रीय:अं+र+्त+राष्ट्रीय
दयावान:दया+वा+न
सीजन:सी+जन
मनोमयी:मनो+मय+ी
तूलिका:तू+लि+का
झोंक:झोंक
चहचहाने:चह+चह+ा+ने
तडपने:तड+प+ने
मूर्त:मू+र+्त
कलकता:कल+क+ता
धेखा:धेखा
शुकून:शु+कू+न
बेधड़क:बे+धड+़+क
फार्मा:फा+र्म+ा
एब:एब
कामर्शियल:काम+र्+श+ियल
yatra4all:yatra4all
कटि:कट+ि
कुक:कु+क
विभाजनकारी:विभा+जन+कार+ी
manojjaiswalbly:manojjaiswalbly
भेजती:भेज+ती
जनहित:जन+हित
बल्लियों:बल+्ल+ियों
सुशांत:सु+शांत
रिसर्च:रि+सर+्च
राज:राज
लापरवाह:ला+पर+वा+ह
मिलिया:मिल+िया
प्रतिस्पर्धा:प्रति+स्+पर्+धा
चाहा:चाह+ा
खरीदने:खरीद+ने
कारीगरों:का+री+गर+ों
माडल:मा+डल
वालीं:वा+ली+ं
पेटदर्द:पे+ट+दर+्द
मोटरसाइकिलवा:मोटर+साइ+कि+लव+ा
हेलमेट:हे+ल+मे+ट
इकार:इक+ार
एंकरवा:एं+कर+वा
इंटल:इं+टल
अंतरखगोलीय:अंतर+खग+ोली+य
गाँधीवादी:गा+ँ+धी+वाद+ी
टालेंगे:टालेंगे
टाँक:टाँक
प्रतिकृति:प्र+ति+कृति
चीखा:ची+ख+ा
कॉर्नियल:कॉ+र्न+ियल
विधीवत:वि+धी+वत
ममत्व:मम+त्व
एनआईएफएच:एन+आई+एफ+एच
कमल:कम+ल
अपकी:अप+की
लाइसेंस:लाइ+से+ंस
मैथ्यू:मै+थ+्य+ू
बाह्य:बा+ह+्य
अंधाधूंध:अंध+ा+धू+ं+ध
जवाबों:जवाब+ों
ज्ञानांजन:ज्ञ+ा+ना+ं+जन
प्रेसिडेंसी:प्रे+सि+डे+ंस+ी
दिब्य:दि+ब+्य
खुचों:खु+च+ों
कोसो:को+स+ो
रंगाई:रंग+ा+ई
बंगाली:बंग+ाली
कमेन्ट:कम+ेन्ट
जलजमाव:जल+जम+ा+व
रोडवा:रोडवा
कट्टरवादी:कट्टर+वा+दी
स्‍वराज:स्‍व+राज
दशर्न:दश+र्न
कुंए:कु+ं+ए
प्लेटफार्मनुमा:प्लेट+फा+र्म+नुमा
देवगढ़:देव+गढ+़
ढोर:ढो+र
हज:हज
बान:बा+न
सुप्रभा:सु+प्र+भा
स्लोगनों:स्+ल+ो+गन+ों
इल्ज़ाम:इल+्ज+़+ाम
ट्रांसपेरेंसी:ट्रांस+पे+र+ेंस+ी
Alias:Alias
गूंजेगी:गू+ंज+े+गी
फोन:फोन
डायरी:डाय+री
प्रकृत:प्र+कृत
अलवर:अल+वर
शेषशायी:शेष+शा+यी
टेलरिंग:टेल+र+िंग
मस्तानों:मस्+ता+न+ों
अमेरीका:अ+मे+री+का
पलटदास:पल+ट+दास
खुजली:खु+जल+ी
काठमांडू:काठ+मां+डू
देवनागरी:देव+नाग+री
आशाएँ:आशा+एँ
होउंगा:हो+उंगा
लीजधारक:ली+ज+धारक
mankisyahi:mankisyahi
हांथो:हां+थो
एकात्म:एक+ात+्म
नागी:ना+गी
पट्टे:पट+्टे
नोटिसों:नोटिसों
फार्मासिस्ट:फा+र्म+ास+िस्ट
मायनो:मा+यन+ो
उदघाटित:उद+घाट+ित
बारदाना:बार+दान+ा
अकाउंट्स:अकाउंट्स
जोड़ेगी:जोड़ेगी
पर्यावरणविद:पर्+या+वर+ण+विद
पवित्रीकरण:प+वि+त्र+ीकरण
हिन्दुओ:हि+न्+दु+ओ
भिजवायी:भिजवा+यी
४८२००८:४८+२०+०८
spdimri:spdimri
तानो:ता+न+ो
जहरीला:जह+री+ला
समाप्ति:समा+प्+ति
पूॅजीपतियों:पूॅजीपतियों
मजारें:म+जा+रे+ं
आज़माया:आ+ज़म+ा+या
कयास:क+या+स
खंजर:खं+जर
चरणदास:चरण+दास
ट्रामगाड़ी:ट्+राम+गा+ड+़+ी
उहाँ:उ+हा+ँ
दर्ज़ा:दर्+ज़ा
स्कन्द:स्+क+न्द
आँखोंमें:आँख+ों+में
असीमानन्द:अस+ीम+ानन्द
वैज्ञनिक:वै+ज्ञ+निक
हजारों:हज+ार+ों
cpiup:cpiup
तरके:तर+के
मानूं:मान+ूं
टाइमपीस:टाइम+पी+स
टास:टास
मुताबिक:मु+ता+बिक
भेदती:भेद+ती
डोजर:डोज+र
मॉम:मॉ+म
यंत्रों:यं+त्र+ों
असफ़ल:अस+फ़ल
अखबारी:अ+ख+बार+ी
धटना:ध+टन+ा
बरखास्त:ब+रख+ा+स्त
पलीद:पल+ी+द
फलीभूत:फल+ी+भूत
बालमुकुंद:बाल+मु+कु+ंद
मिलेंगी:मिले+ंग+ी
वैश्या:वै+श्+या
अक्षरौटी:अ+क्+ष+रौ+टी
देवलिया:देव+लि+या
मार्जार:मार्+जा+र
सरलीफ़:सर+ली+फ+़
men:men
कोरल:को+र+ल
तन्ख्वाह:तन+्+ख+्वा+ह
क्लोरोफॉर्म:क्+ल+ोर+ो+फॉर+्म
नि‍ष्ठा:नि‍ष्ठा
हडबड:हडबड
फ़ट:फ़ट
होगया:हो+गय+ा
मैमन:मै+मन
वि‍देश:वि‍देश
सुरो:सुर+ो
दोहराया:दोहरा+या
ब्राह्मणानां:ब्+राह+्म+णा+ना+ं
हथौड़े:ह+थौ+ड़े
मज़बूत:म+ज़ब+ू+त
इसाई:इस+ा+ई
प्रदेशवासियों:प्र+देश+वासियो+ं
संवेदनों:सं+वेद+न+ों
घुमरी:घुम+री
बाउंसरों:बाउंसरों
विन्डॉ:वि+न्+डॉ
चिथड़ों:चि+थ+ड+़+ों
बापट:बा+पट
रमपतिया:रम+पति+या
कौओ:कौ+ओ
चरा:चर+ा
इंसपेक्टर:इं+स+पे+क्टर
वर्गों:वर+्ग+ों
चूक:चूक
1991:1991
जाती:जा+ती
तककि:तक+कि
स्थगनादेश:स्+थ+गन+ा+देश
वॉयेजर:वॉयेजर
शत्रुओं:शत+्+रु+ओं
हिजाब:हि+जा+ब
लागलपेट:ला+गल+पे+ट
नामावली:ना+म+ावली
एक्झिट:एक्झिट
धड़कने:धड+़+क+ने
वैज्ञानिक:वै+ज्ञान+िक
चाहतें:चाह+ते+ं
छुक:छु+क
भवति:भव+ति
फैंसला:फै+ंस+ला
फ़र्क़:फ़र्क़
सोद्देश्य:सोद्देश्य
सत्कीर्ति:सत्+की+र+्ति
समितियां:सम+ित+ियां
पतिव्रत:पति+व्+रत
होल्ड:हो+ल+्ड
काबुली:का+बु+ली
इनिका:इन+िक+ा
बुढ्ढों:बु+ढ्ढ+ों
पांडुका:पां+डु+का
रंगमहल:रंग+मह+ल
नाजुकता:ना+जु+क+ता
said:said
budhastupa:budhastupa
विरचित:वि+र+चित
शराबोर:शराब+ोर
एमडीएमके:एम+डी+एम+के
मंज:मं+ज
सुंदरम:सु+ंद+रम
चमच:च+मच
हाइपररीयल:हाइ+पर+री+यल
बुहत:बु+हत
इंदु:इं+दु
प्रजनन:प्र+जन+न
डिजास्टर:डि+जा+स्टर
खरीदवा:खरीद+वा
टूटे:टू+ट+े
मोमो:मोमो
सौवी:सौ+वी
बापौड़ा:बा+पौ+ड़ा
अवघि:अव+घि
हल्की:हल्+की
समीक्षा:सम+ी+क्ष+ा
ओझाओं:ओ+झा+ओं
कल्पनाशक्ति:कल्प+ना+शक्ति
फ्रेजर:फ्+रे+जर
कलसी:कल+सी
सृजित:सृजित
भुआ:भुआ
भारतिय:भा+र+तिय
collection:collection
vishwagatha:vishwagatha
रानू:रा+न+ू
छोकरों:छो+कर+ों
शीर्षकों:शीर्षकों
115:115
कम्बलों:कम्+बल+ों
bhramarkadardpratapgarhsahityamanch:bhramarkadardpratapgarhsahityamanch
अंकशास्त्री:अंक+शास्त्र+ी
क्लियर:क्+ल+ियर
गौरवान्वित:गौ+रव+ान्वित
मोर्चा:मोर्चा
लुढ़कते:लु+ढ़+क+ते
मोतेहारी:मोतेहारी
सपोर्ट:स+पो+र्ट
धुँधलका:धुँध+लक+ा
सैद्धांतिक:सै+द्ध+ांत+िक
किंचित:कि+ं+चित
महत्त्वाकांक्षा:मह+त्+त्व+ाक+ांक+्षा
करोड़ों:कर+ो+ड़ों
असुरक्षाओं:अ+सु+रक्षा+ओं
मकसद:मकसद
ईधर:ई+धर
सुबान:सु+बान
रखाब:रख+ाब
भूर्ण:भू+र्ण
घटने:घट+ने
शूरवीरों:शू+र+वीर+ों
गड़ा:गड+़+ा
गोगा:गोगा
भ्रमण:भ्रम+ण
जमाता:जमा+ता
फूहड:फूहड
नायडू:ना+य+डू
गौचर:गौ+चर
पकड़ने:पक+ड़+ने
18वीं:18वीं
तजे:तज+े
तानिवा:ता+नि+वा
बख़्शिश:बख़्शिश
तेलीवाला:ते+ली+वाला
कनपटियों:क+न+पट+ियों
तलवारें:तल+वारे+ं
सुप्रसिद्ध:सु+प्र+सि+द्ध
तरसना:तर+सन+ा
मु­ो:मु­ो
परन्‍तु:पर+न+्‍त+ु
बॉटम:बॉ+ट+म
खासियत:खासियत
drishtipatpatrika:drishtipatpatrika
तिलस्मी:तिल+स+्मी
218:218
बघारने:बघार+ने
विधिपूर्वक:वि+ध+ि+पूर्वक
मां:मां
सत्यानाशी:सत्या+ना+श+ी
परफेक्शन:पर+फ+ेक्शन
बचती:बच+ती
लडाईयां:लड+ा+ई+या+ं
बतख:बत+ख
लठ:लठ
नजाने:न+जा+ने
परमेश्वर:पर+म+ेश्वर
आइपीएल:आइ+पी+एल
बाज़ी:बा+ज़+ी
फिरेगी:फिर+े+गी
bechainkegeet:bechainkegeet
चट्टानी:चट+्टा+नी
कोनगाँव:को+न+गाँव
इनपे:इन+पे
पला:पल+ा
श्रीबलराम:श्री+बल+राम
चारदीवारी:चार+दीवा+री
lahuli:lahuli
मतवाद:मत+वाद
प्रदत्त:प्र+दत्त
स्पिरिट:स्+पि+र+िट
उछलकूद:उ+छल+कूद
निपुण:नि+पु+ण
व्यंग्यों:व्+य+ंग+्य+ों
मुंबईकरों:मुं+ब+ई+कर+ों
द्वंद:द्वंद
झाड़ियाँ:झा+ड़+ियाँ
आैर:आैर
सर्वदा:सर्व+दा
आंखोँ:आंख+ो+ँ
निराधार:निरा+धार
अल्सर:अल्+सर
गोलगप्‍पे:गोलगप्‍पे
लंप:लंप
दोमुंही:दो+मुं+ही
सजाऊंगी:सजा+ऊं+गी
भगतसिंह:भगत+सिंह
सृष्टि:सृष्टि
समझदारी:समझ+दार+ी
रुचिर:रु+चिर
१५०४:१५+०४
पंरपरा:पं+र+पर+ा
प्रमोद्ध:प्र+म+ो+द्ध
भूखं:भू+खं
Indian:Indian
चूल्हे:चू+ल+्+हे
ज्यादा:ज्+या+दा
गालिबन:गा+लि+बन
उनहों:उ+नह+ों
घासों:घास+ों
लानतें:ला+न+ते+ं
डिगा:डि+गा
पोहा:पो+हा
ट्रीट:ट्+री+ट
यादां:या+दा+ं
